,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s
6312.72,0.011171,0.011045,0.011116,0.0057895,0.0056611,0.0056358,0.0010057,0.0012064,0.0013333,0.005173,0.0041601,0.0043517,0.0029294,0.00218,0.0021703,0.00017169,0.00014647,0.00015258,0.00095483,0.00081459,0.00083637,0.00060653,0.00048519,0.00047945
6326.32,0.011121,0.010994,0.011066,0.0057724,0.005644,0.0056188,0.00099424,0.0011971,0.001323,0.0051388,0.0041346,0.0043273,0.0029178,0.0021698,0.0021612,0.0001815,0.0001452,0.00015137,0.00094854,0.00080948,0.00083146,0.00060396,0.00048281,0.00047728
6339.93,0.011071,0.010944,0.011016,0.0057551,0.0056267,0.0056017,0.00098294,0.0011879,0.0013129,0.0051049,0.0041092,0.004303,0.0029061,0.0021595,0.002152,0.00018732,0.00014394,0.00015018,0.00094229,0.0008044,0.0008266,0.00060136,0.00048042,0.00047509
6353.53,0.011021,0.010894,0.010966,0.0057377,0.0056093,0.0055843,0.00097179,0.0011788,0.0013029,0.0050712,0.0040842,0.0042791,0.0028943,0.0021493,0.0021427,0.00018855,0.00014269,0.00014901,0.0009361,0.00079939,0.00082179,0.00059874,0.00047802,0.00047291
6367.14,0.010972,0.010845,0.010917,0.0057203,0.0055918,0.0055669,0.00096077,0.0011698,0.001293,0.0050379,0.0040595,0.0042555,0.0028825,0.002139,0.0021335,0.00018508,0.00014145,0.00014784,0.00092998,0.00079444,0.00081705,0.0005961,0.00047563,0.00047072
6380.74,0.010924,0.010796,0.010869,0.0057028,0.0055743,0.0055495,0.00094983,0.0011609,0.0012831,0.005005,0.0040352,0.0042322,0.0028708,0.0021288,0.0021243,0.00017727,0.00014023,0.00014669,0.00092394,0.00078957,0.00081238,0.00059346,0.00047325,0.00046855
6394.35,0.010877,0.010748,0.010821,0.0056852,0.0055566,0.005532,0.00093892,0.0011519,0.0012732,0.0049725,0.0040112,0.0042093,0.0028589,0.0021186,0.0021151,0.00016585,0.00013902,0.00014552,0.00091797,0.00078476,0.00080778,0.0005908,0.00047087,0.00046637
6407.95,0.010831,0.010701,0.010775,0.0056692,0.0055405,0.005516,0.00092812,0.0011429,0.0012633,0.0049404,0.0039876,0.0041867,0.0028478,0.002109,0.0021065,0.00015185,0.00013784,0.00014435,0.0009121,0.00078004,0.00080325,0.00058829,0.00046862,0.00046432
6421.56,0.010785,0.010655,0.010729,0.0056563,0.0055274,0.005503,0.00091868,0.0011357,0.0012553,0.0049091,0.0039645,0.0041646,0.0028383,0.0021005,0.002099,0.00013663,0.00013691,0.00014342,0.00090635,0.0007754,0.0007988,0.0005861,0.00046664,0.00046254
6435.16,0.010738,0.010608,0.010682,0.0056389,0.0055099,0.0054857,0.00090783,0.0011265,0.0012452,0.0048772,0.0039411,0.0041422,0.0028266,0.0020905,0.00209,0.00012093,0.00013577,0.00014222,0.00090051,0.00077072,0.00079431,0.00058344,0.0004643,0.0004604
6448.77,0.010692,0.010562,0.010636,0.0056228,0.0054937,0.0054696,0.00089738,0.0011178,0.0012355,0.0048455,0.0039178,0.0041199,0.0028155,0.0020809,0.0020814,0.00010614,0.00013472,0.00014109,0.0008947,0.00076606,0.00078984,0.00058091,0.00046207,0.00045837
6462.37,0.010646,0.010515,0.010589,0.0056069,0.0054778,0.0054537,0.0008871,0.0011092,0.001226,0.0048138,0.0038946,0.0040976,0.0028045,0.0020715,0.0020729,9.3198e-05,0.00013372,0.00013997,0.0008889,0.00076142,0.00078538,0.00057841,0.00045988,0.00045637
6475.98,0.010599,0.010468,0.010542,0.0055911,0.0054618,0.0054379,0.00087698,0.0011008,0.0012166,0.0047821,0.0038714,0.0040753,0.0027935,0.0020621,0.0020645,8.2896e-05,0.00013276,0.00013887,0.0008831,0.00075677,0.00078091,0.0005759,0.00045769,0.00045438
6489.58,0.010552,0.01042,0.010495,0.0055752,0.0054457,0.0054219,0.00086701,0.0010925,0.0012074,0.0047504,0.0038481,0.0040529,0.0027825,0.0020527,0.0020561,7.5843e-05,0.00013183,0.00013779,0.0008773,0.00075213,0.00077644,0.00057339,0.0004555,0.00045238
6503.19,0.010505,0.010373,0.010448,0.005559,0.0054294,0.0054057,0.00085718,0.0010844,0.0011983,0.0047187,0.003825,0.0040307,0.0027713,0.0020432,0.0020475,7.2447e-05,0.00013092,0.00013673,0.00087152,0.00074751,0.00077198,0.00057085,0.0004533,0.00045037
6516.79,0.010459,0.010326,0.010402,0.0055425,0.0054128,0.0053892,0.00084748,0.0010764,0.0011894,0.0046873,0.003802,0.0040085,0.00276,0.0020336,0.0020389,7.289e-05,0.00013002,0.00013568,0.00086577,0.00074292,0.00076756,0.00056829,0.00045109,0.00044835
6530.4,0.010413,0.010279,0.010355,0.0055257,0.0053959,0.0053725,0.00083791,0.0010685,0.0011806,0.004656,0.0037793,0.0039866,0.0027486,0.002024,0.0020303,7.7098e-05,0.00012913,0.00013465,0.00086006,0.00073837,0.00076318,0.0005657,0.00044885,0.0004463
6544.0,0.010367,0.010233,0.010309,0.0055085,0.0053786,0.0053552,0.00082842,0.0010606,0.0011718,0.004625,0.0037568,0.0039649,0.0027369,0.0020143,0.0020214,8.4715e-05,0.00012822,0.00013362,0.0008544,0.00073387,0.00075884,0.00056308,0.00044659,0.00044423
6557.61,0.010321,0.010187,0.010263,0.0054889,0.0053589,0.0053357,0.00081887,0.0010527,0.001163,0.0045937,0.0037341,0.003943,0.002724,0.0020037,0.0020118,9.5083e-05,0.00012727,0.00013258,0.0008487,0.00072935,0.00075448,0.00056022,0.00044415,0.00044197
6571.21,0.010278,0.010144,0.01022,0.0054723,0.0053421,0.005319,0.00080937,0.0010447,0.0011539,0.0045641,0.0037129,0.0039226,0.0027126,0.0019942,0.0020032,0.00010727,0.00012628,0.00013152,0.00084332,0.0007251,0.00075039,0.00055767,0.00044195,0.00043996
6584.82,0.010238,0.010103,0.01018,0.0054655,0.005335,0.005312,0.00080107,0.001038,0.0011464,0.0045362,0.0036926,0.0039031,0.0027062,0.0019883,0.0019983,0.00012032,0.00012543,0.00013064,0.00083822,0.00072106,0.0007465,0.00055615,0.00044056,0.00043875
6598.42,0.010194,0.010059,0.010136,0.0054489,0.0053182,0.0052953,0.00079191,0.0010303,0.0011378,0.0045064,0.0036712,0.0038825,0.0026948,0.0019789,0.0019897,0.00013275,0.00012442,0.00012963,0.0008328,0.00071678,0.00074237,0.00055362,0.00043838,0.00043675
6612.03,0.010151,0.010015,0.010093,0.0054333,0.0053024,0.0052796,0.00078289,0.0010227,0.0011293,0.004477,0.00365,0.0038621,0.0026839,0.0019698,0.0019816,0.00014347,0.0001234,0.00012863,0.00082744,0.00071255,0.00073829,0.00055121,0.00043629,0.00043484
6625.63,0.010108,0.0099717,0.010049,0.0054181,0.005287,0.0052644,0.00077399,0.0010152,0.0011208,0.0044476,0.003629,0.0038417,0.0026733,0.001961,0.0019737,0.00015141,0.00012237,0.00012763,0.00082211,0.00070834,0.00073423,0.00054887,0.00043425,0.00043297
6639.24,0.010065,0.0099281,0.010006,0.0054032,0.0052719,0.0052494,0.0007652,0.0010077,0.0011124,0.0044183,0.0036079,0.0038213,0.0026627,0.0019523,0.0019658,0.00015583,0.00012133,0.00012665,0.00081677,0.00070414,0.00073017,0.00054656,0.00043223,0.00043113
6652.84,0.010022,0.0098841,0.0099624,0.0053882,0.0052567,0.0052343,0.00075652,0.0010004,0.0011041,0.004389,0.0035868,0.0038009,0.0026522,0.0019436,0.001958,0.00015632,0.0001203,0.00012568,0.00081144,0.00069994,0.0007261,0.00054426,0.00043021,0.00042929
6666.45,0.0099783,0.00984,0.0099184,0.0053731,0.0052414,0.0052191,0.00074796,0.00099312,0.001096,0.0043596,0.0035657,0.0037805,0.0026415,0.0019348,0.0019501,0.00015289,0.0001193,0.00012473,0.0008061,0.00069573,0.00072202,0.00054195,0.00042819,0.00042744
6680.05,0.0099344,0.0097956,0.0098743,0.0053576,0.0052257,0.0052035,0.00073952,0.00098601,0.0010879,0.0043302,0.0035446,0.00376,0.0026307,0.001926,0.0019422,0.0001459,0.00011831,0.00012378,0.00080076,0.00069152,0.00071794,0.00053963,0.00042615,0.00042558
6693.66,0.0098904,0.0097511,0.0098301,0.0053417,0.0052096,0.0051875,0.0007312,0.00097902,0.00108,0.0043008,0.0035235,0.0037395,0.0026197,0.001917,0.001934,0.00013601,0.00011736,0.00012286,0.00079542,0.00068732,0.00071387,0.00053726,0.00042407,0.00042367
6707.26,0.0098457,0.009706,0.0097851,0.0053245,0.0051922,0.0051702,0.00072295,0.00097213,0.0010722,0.0042711,0.0035023,0.0037188,0.002608,0.0019076,0.0019255,0.00012405,0.00011645,0.00012194,0.00079003,0.00068309,0.00070975,0.00053479,0.00042191,0.00042168
6720.87,0.0098044,0.0096641,0.0097435,0.0053084,0.0051759,0.0051541,0.00071482,0.00096531,0.0010645,0.0042429,0.0034823,0.0036993,0.0025969,0.0018986,0.0019173,0.00011098,0.00011557,0.00012104,0.00078492,0.00067909,0.00070588,0.00053244,0.00041984,0.00041978
6734.47,0.0097731,0.0096321,0.0097118,0.005304,0.005171,0.0051492,0.00070719,0.00095871,0.001057,0.0042194,0.0034659,0.0036838,0.0025915,0.0018938,0.0019135,9.7803e-05,0.00011474,0.00012016,0.00078067,0.00067582,0.00070276,0.00053127,0.0004187,0.00041881
6748.08,0.0097281,0.0095866,0.0096666,0.0052849,0.0051518,0.0051302,0.00069915,0.00095199,0.0010493,0.0041897,0.0034448,0.0036631,0.002579,0.0018838,0.0019043,8.525e-05,0.00011393,0.00011926,0.00077529,0.00067161,0.00069865,0.00052863,0.00041641,0.00041669
6761.68,0.0096868,0.0095448,0.0096249,0.0052689,0.0051355,0.005114,0.00069126,0.00094532,0.0010417,0.0041617,0.0034249,0.0036438,0.0025679,0.0018749,0.0018962,7.419e-05,0.00011315,0.00011838,0.00077022,0.00066766,0.00069482,0.00052631,0.00041437,0.00041481
6775.29,0.0096464,0.0095039,0.0095843,0.0052537,0.0051201,0.0050987,0.00068347,0.00093867,0.0010342,0.0041342,0.0034055,0.0036249,0.0025572,0.0018664,0.0018885,6.5259e-05,0.00011239,0.00011749,0.00076524,0.00066379,0.00069106,0.00052409,0.0004124,0.00041301
6788.89,0.0096065,0.0094634,0.009544,0.0052391,0.0051052,0.005084,0.00067575,0.00093205,0.0010266,0.0041069,0.0033863,0.0036063,0.0025468,0.0018581,0.001881,5.8968e-05,0.00011165,0.00011661,0.00076032,0.00065997,0.00068735,0.00052192,0.00041048,0.00041125
6802.5,0.0095665,0.0094229,0.0095038,0.0052248,0.0050907,0.0050695,0.00066812,0.00092546,0.0010191,0.0040798,0.0033672,0.0035877,0.0025366,0.0018499,0.0018736,5.5686e-05,0.00011091,0.00011573,0.00075541,0.00065616,0.00068365,0.00051979,0.0004086,0.00040953
6816.1,0.0095264,0.0093822,0.0094634,0.0052107,0.0050763,0.0050552,0.00066057,0.00091893,0.0010117,0.0040526,0.0033481,0.003569,0.0025265,0.0018418,0.0018663,5.561e-05,0.00011018,0.00011486,0.00075051,0.00065236,0.00067995,0.00051768,0.00040673,0.00040783
6829.71,0.0094859,0.0093412,0.0094226,0.0051966,0.0050619,0.005041,0.00065311,0.00091248,0.0010043,0.0040254,0.0033289,0.0035503,0.0025163,0.0018337,0.0018591,5.8741e-05,0.00010945,0.000114,0.00074559,0.00064854,0.00067623,0.00051557,0.00040487,0.00040613
6843.31,0.0094449,0.0092997,0.0093813,0.0051823,0.0050473,0.0050265,0.00064576,0.00090612,0.000997,0.0039981,0.0033096,0.0035314,0.0025061,0.0018256,0.0018517,6.4851e-05,0.00010872,0.00011314,0.00074065,0.0006447,0.00067249,0.00051343,0.000403,0.00040442
6856.92,0.0094031,0.0092573,0.0093391,0.0051674,0.0050321,0.0050114,0.00063849,0.00089986,0.00098983,0.0039705,0.0032901,0.0035123,0.0024956,0.0018173,0.0018442,7.3462e-05,0.00010797,0.00011231,0.00073567,0.00064082,0.0006687,0.00051124,0.0004011,0.00040267
6870.52,0.0093584,0.0092122,0.0092941,0.0051507,0.0050151,0.0049946,0.00063127,0.00089369,0.00098274,0.0039418,0.0032697,0.0034921,0.0024842,0.0018084,0.0018361,8.3855e-05,0.00010721,0.00011148,0.00073047,0.00063677,0.00066472,0.00050886,0.00039905,0.00040078
6884.13,0.009318,0.0091713,0.0092535,0.0051344,0.0049987,0.0049782,0.00062423,0.00088774,0.00097589,0.0039149,0.0032508,0.0034736,0.002473,0.0017996,0.0018281,9.5133e-05,0.00010645,0.00011068,0.00072561,0.00063301,0.00066105,0.00050653,0.00039706,0.00039894
6897.73,0.0092953,0.0091477,0.0092303,0.0051304,0.0049941,0.0049737,0.00061761,0.00088187,0.00096913,0.0038953,0.0032381,0.0034617,0.0024677,0.0017952,0.0018245,0.00010625,0.00010568,0.00010989,0.00072213,0.00063046,0.00065863,0.0005054,0.00039601,0.00039805
6911.34,0.0092524,0.0091044,0.0091871,0.0051136,0.0049771,0.0049568,0.00061066,0.00087594,0.0009623,0.0038676,0.0032185,0.0034423,0.0024563,0.0017864,0.0018164,0.00011615,0.00010487,0.00010909,0.00071711,0.00062656,0.00065481,0.00050301,0.00039398,0.00039618
6924.94,0.0092129,0.0090643,0.0091472,0.0050984,0.0049615,0.0049414,0.00060383,0.00087008,0.00095554,0.0038412,0.0032001,0.0034242,0.0024456,0.0017781,0.0018089,0.00012393,0.00010406,0.0001083,0.00071236,0.00062289,0.00065122,0.00050075,0.00039208,0.00039443
6938.55,0.0091746,0.0090254,0.0091086,0.0050837,0.0049465,0.0049265,0.00059708,0.00086425,0.00094881,0.0038154,0.0031821,0.0034066,0.0024352,0.00177,0.0018016,0.00012885,0.00010324,0.00010751,0.00070771,0.00061933,0.00064774,0.00049855,0.00039023,0.00039273
6952.15,0.009137,0.0089873,0.0090707,0.0050694,0.004932,0.0049121,0.0005904,0.00085842,0.00094208,0.0037899,0.0031645,0.0033894,0.002425,0.0017621,0.0017944,0.00013049,0.00010241,0.00010673,0.00070314,0.00061583,0.00064432,0.00049639,0.00038842,0.00039107
6965.76,0.0090999,0.0089496,0.0090332,0.0050556,0.0049178,0.004898,0.00058378,0.00085261,0.00093537,0.0037647,0.0031471,0.0033723,0.002415,0.0017544,0.0017874,0.00012876,0.00010158,0.00010594,0.00069861,0.00061236,0.00064093,0.00049425,0.00038664,0.00038944
6979.36,0.0090628,0.0089119,0.0089958,0.0050421,0.0049039,0.0048843,0.00057722,0.00084682,0.00092866,0.0037396,0.0031298,0.0033552,0.0024052,0.0017468,0.0017806,0.00012389,0.00010077,0.00010516,0.0006941,0.00060892,0.00063756,0.00049215,0.0003849,0.00038785
6992.97,0.0090255,0.0088741,0.0089581,0.0050288,0.0048903,0.0048708,0.00057073,0.00084106,0.00092199,0.0037146,0.0031124,0.0033382,0.0023954,0.0017393,0.0017738,0.00011636,9.9972e-05,0.00010438,0.00068959,0.00060547,0.00063418,0.00049005,0.00038318,0.00038627
7006.57,0.0089876,0.0088356,0.0089199,0.0050156,0.0048767,0.0048573,0.00056431,0.00083534,0.00091537,0.0036893,0.0030949,0.003321,0.0023857,0.0017318,0.0017671,0.00010683,9.92e-05,0.00010361,0.00068505,0.00060199,0.00063078,0.00048796,0.00038147,0.00038471
7020.18,0.0089485,0.008796,0.0088804,0.005002,0.0048628,0.0048435,0.00055795,0.00082966,0.00090879,0.0036638,0.0030771,0.0033033,0.0023758,0.0017243,0.0017602,9.6044e-05,9.8454e-05,0.00010284,0.00068045,0.00059845,0.0006273,0.00048583,0.00037974,0.00038312
7033.78,0.0089047,0.0087518,0.0088364,0.004987,0.0048475,0.0048283,0.00055156,0.00082392,0.00090213,0.0036365,0.0030578,0.003284,0.0023653,0.0017162,0.0017529,8.4768e-05,9.7724e-05,0.00010207,0.00067552,0.00059462,0.0006235,0.00048355,0.00037791,0.00038143
7047.39,0.0088646,0.0087111,0.0087959,0.0049714,0.0048316,0.0048125,0.00054544,0.00081865,0.00089598,0.0036106,0.0030397,0.0032661,0.0023545,0.001708,0.0017454,7.3769e-05,9.7075e-05,0.00010135,0.00067086,0.00059103,0.00061997,0.00048121,0.00037604,0.0003797
7060.99,0.0088486,0.0086943,0.0087795,0.0049656,0.0048252,0.0048062,0.00053987,0.00081388,0.00089038,0.0035941,0.0030299,0.003257,0.0023483,0.0017032,0.0017414,6.3729e-05,9.6507e-05,0.0001007,0.00066797,0.00058905,0.00061811,0.00047982,0.00037492,0.00037873
7074.6,0.008808,0.0086532,0.0087386,0.0049509,0.0048101,0.0047913,0.0005338,0.0008085,0.00088411,0.0035682,0.0030117,0.003239,0.0023379,0.0016954,0.0017342,5.5079e-05,9.5885e-05,9.9966e-05,0.00066331,0.00058546,0.00061457,0.00047756,0.00037312,0.00037707
7088.2,0.0087702,0.0086148,0.0087003,0.0049367,0.0047955,0.0047768,0.00052786,0.00080328,0.00087801,0.0035434,0.0029946,0.003222,0.0023277,0.0016877,0.0017272,4.8382e-05,9.5295e-05,9.9254e-05,0.00065885,0.00058206,0.00061121,0.00047535,0.00037137,0.00037546
7101.81,0.0087336,0.0085776,0.0086634,0.0049226,0.0047811,0.0047625,0.00052201,0.00079812,0.00087197,0.0035191,0.0029779,0.0032055,0.0023176,0.0016801,0.0017203,4.4011e-05,9.472e-05,9.855e-05,0.0006545,0.00057875,0.00060796,0.00047317,0.00036965,0.00037387
7115.41,0.0086979,0.0085414,0.0086273,0.0049088,0.004767,0.0047485,0.00051622,0.00079299,0.00086596,0.0034952,0.0029616,0.0031893,0.0023077,0.0016727,0.0017135,4.2237e-05,9.4151e-05,9.7851e-05,0.00065022,0.00057551,0.00060477,0.000471,0.00036794,0.0003723
7129.02,0.0086628,0.0085058,0.0085919,0.0048953,0.0047531,0.0047347,0.00051048,0.00078787,0.00085997,0.0034717,0.0029456,0.0031735,0.0022978,0.0016653,0.0017068,4.3188e-05,9.3578e-05,9.7153e-05,0.00064601,0.00057233,0.00060164,0.00046887,0.00036627,0.00037075
7142.62,0.0086282,0.0084706,0.008557,0.0048821,0.0047395,0.0047213,0.00050479,0.00078276,0.00085397,0.0034484,0.0029298,0.0031578,0.0022882,0.0016581,0.0017003,4.6826e-05,9.2995e-05,9.6455e-05,0.00064184,0.00056919,0.00059855,0.00046677,0.00036462,0.00036924
7156.23,0.0085938,0.0084356,0.0085221,0.0048693,0.0047263,0.0047082,0.00049915,0.00077764,0.00084797,0.0034253,0.0029141,0.0031422,0.0022787,0.001651,0.0016939,5.2905e-05,9.2397e-05,9.5757e-05,0.0006377,0.00056607,0.00059547,0.00046471,0.00036301,0.00036776
7169.83,0.0085591,0.0084003,0.0084871,0.0048568,0.0047133,0.0046953,0.00049356,0.00077251,0.00084196,0.0034021,0.0028983,0.0031266,0.0022693,0.0016441,0.0016876,6.0965e-05,9.1778e-05,9.5058e-05,0.00063355,0.00056294,0.00059239,0.00046269,0.00036142,0.0003663
7183.44,0.0085235,0.0083641,0.0084511,0.0048444,0.0047005,0.0046826,0.00048799,0.00076735,0.00083592,0.0033787,0.0028823,0.0031107,0.00226,0.0016372,0.0016814,7.0344e-05,9.1134e-05,9.4355e-05,0.00062936,0.00055977,0.00058925,0.00046069,0.00035985,0.00036486
7197.04,0.0084839,0.0083241,0.0084112,0.0048317,0.0046874,0.0046697,0.00048233,0.00076192,0.00082958,0.003354,0.0028651,0.0030934,0.0022506,0.0016303,0.0016751,8.02e-05,9.0437e-05,9.362e-05,0.00062491,0.00055635,0.00058586,0.00045866,0.00035827,0.00036341
7210.65,0.0084455,0.0082852,0.0083724,0.0048182,0.0046735,0.0046558,0.00047698,0.0007571,0.00082389,0.0033297,0.0028483,0.0030765,0.0022408,0.001623,0.0016685,8.9735e-05,8.979e-05,9.2959e-05,0.00062056,0.00055302,0.00058255,0.00045657,0.00035662,0.00036189
7224.25,0.0084293,0.0082682,0.0083558,0.0048086,0.0046634,0.0046458,0.00047238,0.00075358,0.00081961,0.0033136,0.0028389,0.0030677,0.0022328,0.0016172,0.0016632,9.8191e-05,8.9278e-05,9.2457e-05,0.00061775,0.00055113,0.00058076,0.00045486,0.00035527,0.00036067
7237.86,0.0083918,0.0082301,0.0083179,0.0047958,0.0046501,0.0046327,0.00046704,0.0007486,0.00081375,0.0032898,0.0028225,0.0030512,0.0022233,0.0016102,0.0016569,0.00010447,8.858e-05,9.1776e-05,0.00061347,0.00054787,0.00057752,0.00045285,0.00035369,0.00035921
7251.46,0.008356,0.0081938,0.0082817,0.0047828,0.0046368,0.0046195,0.00046186,0.00074386,0.00080815,0.0032667,0.0028067,0.0030354,0.0022138,0.0016033,0.0016506,0.00010823,8.7901e-05,9.1125e-05,0.00060934,0.00054474,0.00057441,0.00045085,0.00035211,0.00035775
7265.07,0.008321,0.0081583,0.0082464,0.0047698,0.0046233,0.0046061,0.00045676,0.00073923,0.00080267,0.0032439,0.0027912,0.0030199,0.0022042,0.0015963,0.0016442,0.00010917,8.7232e-05,9.0489e-05,0.00060527,0.00054168,0.00057137,0.00044884,0.00035052,0.00035629
7278.67,0.0082868,0.0081235,0.0082119,0.0047566,0.0046097,0.0045927,0.00045174,0.00073467,0.00079727,0.0032215,0.002776,0.0030047,0.0021946,0.0015893,0.0016378,0.00010727,8.6573e-05,8.986e-05,0.00060126,0.00053867,0.00056839,0.00044684,0.00034894,0.00035482
7292.28,0.0082533,0.0080895,0.008178,0.0047436,0.0045962,0.0045793,0.00044676,0.00073016,0.00079191,0.0031994,0.0027611,0.0029898,0.002185,0.0015824,0.0016315,0.00010277,8.5927e-05,8.9237e-05,0.00059732,0.00053571,0.00056546,0.00044485,0.00034736,0.00035336
7305.88,0.0082205,0.0080561,0.0081448,0.0047306,0.0045829,0.0045661,0.00044184,0.00072565,0.00078656,0.0031776,0.0027465,0.0029752,0.0021755,0.0015755,0.0016252,9.6114e-05,8.5294e-05,8.8616e-05,0.00059343,0.00053281,0.00056258,0.00044289,0.0003458,0.00035192
7319.49,0.0081882,0.0080233,0.0081121,0.004718,0.0045698,0.0045531,0.00043695,0.00072114,0.0007812,0.0031561,0.0027321,0.0029608,0.0021661,0.0015687,0.001619,8.7858e-05,8.4678e-05,8.7993e-05,0.00058959,0.00052996,0.00055975,0.00044097,0.00034426,0.0003505
7333.09,0.0081562,0.0079907,0.0080798,0.0047057,0.004557,0.0045404,0.0004321,0.0007166,0.00077581,0.0031347,0.0027178,0.0029465,0.0021569,0.0015621,0.001613,7.863e-05,8.4078e-05,8.7368e-05,0.00058578,0.00052713,0.00055694,0.00043908,0.00034276,0.00034911
7346.7,0.008124,0.0079579,0.0080472,0.0046937,0.0045445,0.0045281,0.00042726,0.00071198,0.00077034,0.0031134,0.0027036,0.0029322,0.0021478,0.0015556,0.0016071,6.9048e-05,8.349e-05,8.6734e-05,0.00058198,0.0005243,0.00055413,0.00043724,0.00034128,0.00034775
7360.3,0.0080904,0.0079238,0.0080132,0.004682,0.0045324,0.0045161,0.00042232,0.00070706,0.00076454,0.0030916,0.0026889,0.0029174,0.0021389,0.0015492,0.0016013,5.9676e-05,8.2887e-05,8.6064e-05,0.00057809,0.00052138,0.00055123,0.00043543,0.00033983,0.00034641
7373.91,0.008056,0.0078889,0.0079785,0.0046706,0.0045205,0.0045043,0.00041764,0.00070259,0.00075923,0.0030697,0.002674,0.0029024,0.0021301,0.001543,0.0015956,5.1073e-05,8.2356e-05,8.5449e-05,0.00057418,0.00051844,0.00054829,0.00043366,0.00033841,0.00034511
7387.51,0.0080341,0.0078662,0.0079561,0.0046591,0.0045085,0.0044924,0.00041379,0.00069997,0.00075589,0.0030522,0.0026632,0.0028919,0.0021213,0.0015367,0.0015899,4.3734e-05,8.2054e-05,8.5055e-05,0.00057111,0.00051629,0.00054619,0.00043188,0.00033698,0.00034379
7401.12,0.0080003,0.0078319,0.0079219,0.0046476,0.0044965,0.0044806,0.00040908,0.0006953,0.00075036,0.0030306,0.0026486,0.0028772,0.0021124,0.0015304,0.0015842,3.7874e-05,8.1527e-05,8.4415e-05,0.00056725,0.0005134,0.0005433,0.00043011,0.00033556,0.00034248
7414.72,0.0079673,0.0077983,0.0078886,0.004636,0.0044844,0.0044686,0.00040453,0.00069094,0.00074517,0.0030094,0.0026343,0.0028627,0.0021035,0.0015241,0.0015785,3.3929e-05,8.1043e-05,8.3814e-05,0.00056346,0.00051056,0.00054047,0.00042833,0.00033413,0.00034117
7428.33,0.0079345,0.007765,0.0078554,0.0046241,0.004472,0.0044563,0.00040008,0.00068673,0.00074013,0.0029883,0.0026201,0.0028484,0.0020945,0.0015178,0.0015727,3.2139e-05,8.0578e-05,8.323e-05,0.0005597,0.00050775,0.00053766,0.00042653,0.00033269,0.00033984
7441.93,0.007902,0.007732,0.0078225,0.0046119,0.0044594,0.0044438,0.0003957,0.00068261,0.0007352,0.0029674,0.0026061,0.0028342,0.0020854,0.0015114,0.0015668,3.2651e-05,8.0121e-05,8.2658e-05,0.00055597,0.00050497,0.00053488,0.00042471,0.00033124,0.00033849
7455.54,0.0078698,0.0076993,0.0077901,0.0045996,0.0044466,0.0044312,0.00039138,0.00067857,0.00073035,0.0029467,0.0025922,0.0028202,0.0020762,0.0015049,0.0015609,3.5476e-05,7.9663e-05,8.2096e-05,0.00055228,0.00050222,0.00053213,0.00042287,0.00032977,0.00033714
7469.14,0.0078383,0.0076672,0.0077581,0.0045872,0.0044337,0.0044184,0.00038711,0.00067458,0.00072554,0.0029262,0.0025785,0.0028064,0.002067,0.0014985,0.0015549,4.0457e-05,7.9199e-05,8.1539e-05,0.00054863,0.00049951,0.00052943,0.00042102,0.00032831,0.00033578
7482.75,0.0078073,0.0076358,0.0077268,0.0045747,0.0044208,0.0044056,0.00038289,0.00067061,0.00072076,0.0029059,0.0025651,0.0027928,0.0020577,0.001492,0.001549,4.7248e-05,7.8721e-05,8.0985e-05,0.00054503,0.00049686,0.00052677,0.00041917,0.00032685,0.00033442
7496.35,0.007777,0.0076049,0.0076961,0.0045624,0.0044079,0.0043929,0.00037869,0.00066663,0.00071597,0.002886,0.002552,0.0027795,0.0020486,0.0014856,0.0015431,5.5321e-05,7.8224e-05,8.0431e-05,0.00054148,0.00049424,0.00052416,0.00041733,0.0003254,0.00033308
7509.96,0.0077471,0.0075745,0.0076659,0.0045502,0.0043953,0.0043804,0.00037451,0.0006626,0.00071113,0.0028662,0.002539,0.0027664,0.0020395,0.0014793,0.0015373,6.3996e-05,7.7702e-05,7.987e-05,0.00053797,0.00049167,0.00052158,0.0004155,0.00032397,0.00033175
7523.56,0.0077174,0.0075442,0.0076358,0.004538,0.0043826,0.0043678,0.00037029,0.00065837,0.00070608,0.0028466,0.0025261,0.0027533,0.0020304,0.001473,0.0015315,7.25e-05,7.7139e-05,7.9287e-05,0.00053448,0.00048911,0.00051903,0.00041367,0.00032254,0.00033042
7537.17,0.0076874,0.0075137,0.0076055,0.0045276,0.0043716,0.004357,0.0003662,0.00065432,0.00070122,0.002827,0.0025132,0.0027402,0.0020221,0.0014673,0.0015263,8.0109e-05,7.6581e-05,7.8725e-05,0.00053101,0.00048656,0.00051646,0.00041199,0.00032124,0.00032923
7550.77,0.0076608,0.0074864,0.0075784,0.0045182,0.0043617,0.0043471,0.00036293,0.00065211,0.00069831,0.002809,0.0025014,0.0027284,0.0020142,0.0014619,0.0015215,8.6378e-05,7.6223e-05,7.8382e-05,0.00052781,0.00048422,0.00051413,0.0004104,0.00032002,0.00032811
7564.38,0.0076309,0.007456,0.0075482,0.0045066,0.0043495,0.0043351,0.00035874,0.00064772,0.00069309,0.0027894,0.0024886,0.0027153,0.0020054,0.0014558,0.0015159,9.0273e-05,7.5604e-05,7.778e-05,0.00052434,0.00048168,0.00051158,0.00040861,0.00031865,0.00032684
